10737418240 1024 58.316947016
10737418240 2048 58.223873726
10737418240 4096 58.184900511
10737418240 8192 58.201733522
10737418240 16384 58.188584572
10737418240 32768 58.270980211
10737418240 65536 58.212838071
10737418240 131072 58.013022532
10737418240 262144 58.279699837
10737418240 524288 58.279690417
10737418240 1048576 58.204724685
10737418240 2097152 58.271508313
10737418240 1024 58.254567051
10737418240 2048 58.188632487
10737418240 4096 58.21614722
10737418240 8192 58.236304528
10737418240 16384 58.203790933
10737418240 32768 58.296064653
10737418240 65536 58.187934357
10737418240 131072 58.216513634
10737418240 262144 58.279361064
10737418240 524288 58.19609836
10737418240 1048576 58.237868599
10737418240 2097152 58.312711583
10737418240 1024 58.306878198
10737418240 2048 58.27348139
10737418240 4096 58.243078005
10737418240 8192 58.237211264
10737418240 16384 58.212227157
10737418240 32768 58.212624455
10737418240 65536 58.204338346
10737418240 131072 58.262727001
10737418240 262144 58.171264036
10737418240 524288 58.246186255
10737418240 1048576 58.254695016
10737418240 2097152 58.279831335
10737418240 1024 58.350852513
10737418240 2048 58.281879352
10737418240 4096 57.912861507
10737418240 8192 58.250195173
10737418240 16384 58.278855182
10737418240 32768 58.229363021
10737418240 65536 58.271086098
10737418240 131072 58.254637183
10737418240 262144 58.313077412
10737418240 524288 58.221285693
10737418240 1048576 58.246305591
10737418240 2097152 58.20478194
10737418240 1024 58.227984229
10737418240 2048 58.264072546
10737418240 4096 58.292284497
10737418240 8192 58.194691354
10737418240 16384 58.215013262
10737418240 32768 58.220990406
10737418240 65536 58.226834363
10737418240 131072 58.254617489
10737418240 262144 58.265175169
10737418240 524288 58.245999425
10737418240 1048576 58.271227211
10737418240 2097152 58.294910614
10737418240 1024 58.317207733
10737418240 2048 58.312275653
10737418240 4096 58.28807999
10737418240 8192 58.227957281
10737418240 16384 58.278927083
10737418240 32768 58.270939544
10737418240 65536 58.271160911
10737418240 131072 58.254669546
10737418240 262144 58.279634335
10737418240 524288 58.079829257
10737418240 1048576 58.321231555
10737418240 2097152 58.313181564
10737418240 1024 58.330803756
10737418240 2048 58.310425134
10737418240 4096 58.284863568
10737418240 8192 58.236365598
10737418240 16384 58.253830738
10737418240 32768 58.312716754
10737418240 65536 58.262909681
10737418240 131072 58.238046637
10737418240 262144 58.313142785
10737418240 524288 58.204790963
10737418240 1048576 58.22136809
10737418240 2097152 58.238082698
10737418240 1024 58.30994306
10737418240 2048 58.222793739
10737418240 4096 58.236426417
10737418240 8192 58.253444052
10737418240 16384 58.152268632
10737418240 32768 58.255958818
10737418240 65536 58.211317684
10737418240 131072 58.2225702
10737418240 262144 58.237809557
10737418240 524288 58.212847255
10737418240 1048576 58.237551119
10737418240 2097152 58.238303318
10737418240 1024 58.307040377
10737418240 2048 58.29245761
10737418240 4096 58.234853276
10737418240 8192 58.169937718
10737418240 16384 57.879230668
10737418240 32768 58.212768709
10737418240 65536 58.246349276
10737418240 131072 58.221302528
10737418240 262144 58.271581322
10737418240 524288 58.321397969
10737418240 1048576 58.263288738
10737418240 2097152 58.329674026
10737418240 1024 58.301635366
10737418240 2048 58.289778959
10737418240 4096 58.226680887
10737418240 8192 58.319731691
10737418240 16384 58.220669505
10737418240 32768 58.279328859
10737418240 65536 58.263037861
10737418240 131072 58.22145965
10737418240 262144 58.263128132
10737418240 524288 58.254819446
10737418240 1048576 58.30488211
10737418240 2097152 58.254943863
