1000000 1 619.572339691
1000000 10 146.046850031
1000000 100 96.945828063
1000000 1000 91.190975634
1000000 5000 90.27316548
1000000 10000 90.186092811
1000000 20000 90.195862276
1000000 50000 90.537064211
1000000 100000 90.038071305
1000000 1 622.093532475
1000000 10 145.69222147
1000000 100 96.159739281
1000000 1000 91.47008557
1000000 5000 90.262781054
1000000 10000 90.191666655
1000000 20000 90.139240821
1000000 50000 90.246745586
1000000 100000 90.096602614
1000000 1 617.023916563
1000000 10 147.10988085
1000000 100 96.823768365
1000000 1000 91.457845102
1000000 5000 90.308478073
1000000 10000 89.869337006
1000000 20000 89.804448471
1000000 50000 89.785894795
1000000 100000 89.995580455
1000000 1 631.655510676
1000000 10 147.307234893
1000000 100 95.787912614
1000000 1000 91.414564278
1000000 5000 90.12962797
1000000 10000 89.719871552
1000000 20000 89.511680338
1000000 50000 90.131716246
1000000 100000 89.495014101
1000000 1 623.7609147
1000000 10 146.688982963
1000000 100 96.339589463
1000000 1000 91.271146132
1000000 5000 90.325417336
1000000 10000 89.711377954
1000000 20000 89.700408513
1000000 50000 89.488571764
1000000 100000 89.620913698
1000000 1 627.164871018
1000000 10 147.843199507
1000000 100 96.297784746
1000000 1000 91.232048627
1000000 5000 90.230646609
1000000 10000 89.651410979
1000000 20000 89.681102093
1000000 50000 89.903796949
1000000 100000 90.164040254
1000000 1 627.475483539
1000000 10 147.941593125
1000000 100 96.516577747
1000000 1000 91.075218196
1000000 5000 90.080109787
1000000 10000 89.799202394
1000000 20000 89.739592526
1000000 50000 89.719985053
1000000 100000 89.750677487
1000000 1 615.839777736
1000000 10 146.541134693
1000000 100 96.66710767000001
1000000 1000 91.663146727
1000000 5000 90.24677131
1000000 10000 89.822579506
1000000 20000 89.741002868
1000000 50000 89.529124816
1000000 100000 89.877959965
1000000 1 621.433336282
1000000 10 146.256197118
1000000 100 97.48132726
1000000 1000 91.433630648
1000000 5000 90.048979723
1000000 10000 89.763279932
1000000 20000 89.942380213
1000000 50000 89.844547021
1000000 100000 89.492243821
1000000 1 627.280504268
1000000 10 148.042981025
1000000 100 96.48398518
1000000 1000 91.020095912
1000000 5000 90.143898553
1000000 10000 90.111670985
1000000 20000 89.791016891
1000000 50000 89.689865937
1000000 100000 89.800235823
